VENDOR,PART NUMBER,DESCRIPTION,MARKET PRICE (EUR),LAST FOUND LIST PRICE (USD),Weight,Dimension ,Remarks
ALLGON,K102/4,CHA Board DL 2W,,,,,
ALLGON,K103/2,CU Board,,,,,
ALLGON,K105/1,DIA Board,,,,,
ALLGON,K111/1,LED Board,,,,,
ALLGON,K112/1,ALI Board,,,,,
ALLGON,UA10111/1,PSU 230V AC-26V DC,,,,,
ALLGON,UA10151/1,Power Supply UNIT,,,,,
ALLGON,UA10601/01,Duplexer,,,,,
ALLIED,844-000323-00,PRIE1T1,,,,,
ALLIED,990-001106-50,AT-AR440S-50,,,,,
ALLIED,990-001304-00,SP,,,,,
ALLIED,990-01684-20,AT-MC15-20,,,,,
ALLIED,AT-8000S/24,AT-8000S 24 PORT SWITCH,,,,,
ALLIED,AT-AR240E,allied Telesyn ADSL Router AR240E,,,,,
ALLIED,AT-AR250E,router,,,,,
ALLIED,AT-AR255E,ADSL ROUTER AT-AR255E,,,,,
ALLIED,AT-AR390,CENTRECOM AR390,,,,,
ALLIED,AT-AR410,Allied Telesis AT AR410 - Router,,,,,
ALLIED,AT-AR440S,Allied Telesis AT-AR440S ,,,,,
ALLIED,AT-AR745, Router,,,,,
ALLIED,AT-AR750S,Secure VPN Router,,,,,
ALLIED,AT-G8LX10,SINGLE MODE 1310NM GBIC TRANS,,,,,
ALLIED,AT-SPTX,AT-SPTX 1000BASE-T,,,,,
ALLIED,AT8000S/24,,,,,,
ALLIED TELESYS,AT-9924TL-EMC2,Allied Telesis AT-9924TL-EMC2 24 Port +4 SFP 16MB Flash Gigabit Switch,€32.9,$0.00,,,
ALLOT,SGSE-SFB-300,SFB-300 Module,,,,,
ALLOT,SGSE-SGCC-300-,SGSE-SGCC-300,,,,,
ALLOT,SGSE-SGCC-300,Sgse-sgcc-300- Card Advanced Allot Cc-300,,,,,
ALLOT,SGT-SFB-400,Sgt-sfb-400-card Advanced Tca Sfb-400,,,,,
ALVARION,100030,Walkair BS-BU 3.5 Ghz 220V,,,,,
ALVARION,400205,QBRI FEEDING MODULE,,,,,
ALVARION,854522,SU-A-5.4-54-BD-H-VL BreezeACCESS VL,,,,,
ALVARION,DS11-R8-ETSI(V4),812505 REMOTE BRIDGE W/Antenna 15.5DBI 2 -4-2 -7GHZ,€0.0,$0.00,,,
AMPHENOL,AS-HM-ATT-100W-30-A,100W 30dB ATTENUATOR,€0.0,$0.00,,,
ANDREW,7501028-0001,NODE N 2137,,,,,
ANDREW,ATM200-A20,RET,€109.5,$0.00,,,
ANDREW,BCAC090-250V-OAM,,,,,,
ANDREW,F090KKS3-HU,Cable MICROWAVE RAU commscope 64MM 127MM 310DEG/M,€0.0,$0.00,,,
ANDREW,F112KKC3-HU,Cable MICROWAVE RAU COMMSCOPE 76MM 152MM 264DEG/M,€5 -750.0,$0.00,,,
ANDREW,MR2118-918,Andrew UMTS-GSM900 Dual-band Selective Mini Repeater,€109.5,$0.00,,,
ANDREW,VHLP1-26-RR1,Antenna,€0.0,$0.00,,,
ANDREW,VHLP1-38-RC1,Anttenna - 37.0GHz-40.0GHz,,,,,
ANDREW,VHLP1-80-HW2,ANTENNA DIA 0.3m 80GHz  5psi(35kPa),€273.8,$0.00,,,
ANDREW,VHLP2-23-NC3,23GHz-60cm,€164.3,$0.00,,,
ANDREW,VHLP2-370-F04,0.6 METER ANTENNA,,,,,
ANDREWS,S-2-CPUSE-H,High Power Splitter,,,,,
ANDREWS,S-3-CPUSE-H,High Power Splitter,,,,,
ANRITSU,MD6430A,NETWORK DATA ANALYSER,,,,,
APC,AP9617,NETWORK MANAGEMENT CARD,,,,,
APC,SRT1000XLI,APC SRT 1000 230V,,,,,
APERTO,106-20000600-01,PacketWave 130 Subscriber Radi,,,,,
APERTO,106-20000700-01,PacketWave 750 Subscriber Radi,,,,,
APERTO,PM-BSR-35X,PacketMax 3.5GHZ Antenna,,,,,
APERTO,PM100-35-A-01,PACKETMAX 100,,,,,
APERTO,PM100-35-N,PACKETMAX 100,,,,,
APERTO,PM5000X-WSC-S-24,PacketMax PM5000-WSC-S-24,,,,,
APPEAR,470005000#33,10000089 IP SWITCH,,,,,
APPEAR,470009000#39,10000194 POWER CARD AC,,,,,
APPEAR,470017000#41,10000375 IP IO,,,,,
APPEAR,470019001#14,10000402 COFDM FRONTEND VER:11,,,,,
APPEAR,470019001#15,10000402 COFDM FRONTEND VER.11,,,,,
APPEAR,470051002#2,10001116 PWR CARD 400W PSU,,,,,
APPEAR,470058000#5,10001189 UMOD RF MODULATOR,,,,,
APPEAR,470058000#7,10001189 UMOD RF MODULATOR,,,,,
ARGUS,010-567-20,ARGUS - Rectifier,€158.8,$0.00,,,
ARPERS,SFP-10G-LR-COM,10GBASE-LR SFP+ 1310nm 10km LC DDM ,,,,,
ARTESYN,7000051-0000,CISCO GSR 16 DC-PEM,,,,,
ARUBA,AP-305,APINO305,,,,,
AS,2065R,Ascotel IntelliGate,,,,,
ASCOM,1.9335.050,Ascom Rectifier FR 48V-3000W,,,,,
ASCOM,1.9390.050,Ascom Rectifier FI 48/230V-1000VA ,,,,,
ASCOM,34-0918-03,ASCOM MILAN 3 1300W,,,,,
ASCOM,40071189900/C,PSUP,,,,,
ASCOM,D0006218,FR 48V-3000W A-BUS,,,,,
ASTORIA,FWVLT518002J,ARV7518PW-A-LF-LT,,,,,
ATA902001,027100050,DTMA900E DTMA09 017 E900 12dB 8 16dB AISG2 0 ATA9,,,,,
ATEL,LC/UPC-SC/APC-15M,LC/UPC-SC/APC - JUMPER CABLE 15M MM Optical Cable,€0.0,$0.00,,,
ATRICA,AT10103,10GBase-ER - 1550nm - 70km - LC,,,,,
ATRICA,AT12003-00-AA,Carrier Ethernet Access Switch,,,,,
ATRICA,AT20004,Gigabit Ethernet Access Module,,,,,
ATRICA,AT20010,E1 CES ACCESS MODULE,,,,,
ATRICA,AT20011,BLANK PANEL,,,,,
ATRICA,AT22038-00-AA,DC Power Supply FOR A-2200 -ETS,,,,,
ATRICA,AT40004,A-4000 SERIES FAN TRAY,,,,,
AV,AFBR-57R5APZ,SFP 4.25Gb - 850nm -0.5Km,€230.0,$0.00,,,
AV,AFBR-703SDZ,SFP,€230.0,$0.00,,,
AV,AFBR-703SDZ-ST1,10G BASE-SR 850 nm SFP Transceiver,,,,,
AV,HFBR-57E0PZ,1.25Gb -1300nm,,,,,
AV,HFBR-57M5AP,2.125Gb -850nm -300m,,,,,
AVAGO,ABCU-5700RZ-NT4,1000Base-T SFP+ RJ-45 1.25GBd Transceiver Module,€230.0,$0.00,,,
AVAGO,ABCU-5710RZ,SFP,€230.0,$0.00,,,
AVAGO,ABCU-5710RZ-BN1,1 Gigabit BASE-T Optical SFP Transceiver,€230.0,$0.00,,,
AVAGO,ABCU-5740RZ,1000BASE-T 1.25GBd,,,,,
AVAGO,AFBR-5601Z,1000 BASE-SX/850nm/LASER PROD,,,,,
AVAGO,AFBR-5705APZ,TRANSCEIVER 850nm 21CFR SFP,,,,,
AVAGO,AFBR-5710PZ,1000BASE-SX SFP TRANSCEIVER MODULE,,,,,
AVAGO,AFBR-5715P2-JU1,SFP,€230.0,$0.00,,,
AVAGO,AFBR-57D5APZ-ELX,SFP,€230.0,$0.00,,,
AVAGO,AFBR-57D7AMZ-QL,SFP,€230.0,$0.00,,,
AVAGO,AFBR-57D7APZ-E2,SFP,€230.0,$0.00,,,
AVAGO,AFBR-57D7APZ-ELX,SFP,€230.0,$0.00,,,
AVAGO,AFBR-57D7APZ-HP4,SFP,€230.0,$0.00,,,
AVAGO,AFBR-57D7APZ-IB1,SFP,€230.0,$0.00,,,
AVAGO,AFBR-57D9AMZ,SFP,€230.0,$0.00,,,
AVAGO,AFBR-57D9AMZ-HP4,SFP,€230.0,$0.00,,,
AVAGO,AFBR-57D9AMZ-HP7,SFP,€230.0,$0.00,,,
AVAGO,AFBR-57DFAPZ-E2,SFP,€230.0,$0.00,,,
AVAGO,AFBR-57F5AMZ-HP1,SFP,€230.0,$0.00,,,
AVAGO,AFBR-57F5AMZ-HP3,SFP,€230.0,$0.00,,,
AVAGO,AFBR-57F5M2-ELX,SFP,€230.0,$0.00,,,
AVAGO,AFBR-57J5APZ,SFP Transceiver AVAGO,,,,,
AVAGO,AFBR-57J7APZ,SFP Transceiver AVAGO,,,,,
AVAGO,AFBR-57M5APZ,SFP,€230.0,$0.00,,,
AVAGO,AFBR-57R5AEZ,SFP,€230.0,$0.00,,,
AVAGO,AFBR-57R5AEZ-HP1,SFP,€230.0,$0.00,,,
AVAGO,AFBR-57R6APZ-EMC,OBJ-02 MM SPS,€230.0,$0.00,,,
AVAGO,AFBR-703SDZ-SN1,SFP 10G BASE-SR 1000BASE -SX OPTICAL SFP,€230.0,$0.00,,,
AVAGO,AFBR-709ASMZ,SFP 850nm laser Prod 21cfr,€230.0,$0.00,,,
AVAGO,AFBR-8420Z,SFP 850nm laser prod21cfr,€230.0,$0.00,,,
AVAGO,AFBR-8422IDZ,SFP 850nm laser Prod 21cfr,€230.0,$0.00,,,
AVAGO,AFCT-5611Z,1000 BASE-LX 1300nm LASER PROD,,,,,
AVAGO,AFCT-5710APZ,AFCT-5710APZ,€230.0,$0.00,,,
AVAGO,AFCT-5710PZ,1000BASE-LX SFP 1310nm 10km,,,,,
AVAGO,AFCT-5715LZ,SFP,€230.0,$0.00,,,
AVAGO,AFCT-57R5APZ-IB,SFP,€230.0,$0.00,,,
AVAGO,AFCT-721XPDZ,SFP,€230.0,$0.00,,,
AVAGO,HFBR57E5APZ,SFP,€230.0,$0.00,,,
AVAGO,HFCT5760TP,SFP,€230.0,$0.00,,,
AVAGO,HFCT-5710LP,1310nm - 1.25Gb - 10Km,,,,,
AVAGO,HFCT-721XPD,SFP,€230.0,$0.00,,,
AVAGO,JSHR42L305AB6,SFP,€230.0,$0.00,,,
AVAGO,SP-03-IR1-IDFH,SFP,€230.0,$0.00,,,
AVARA,P21021.02,DFX1000,,,,,
AVARA,P21022.06,SFP-DFW-XD-T15-50,,,,,
AVAYA,649A,POWER UNIT,,,,,
AVAYA,700397037,G250-BRI MEDIA GATEWAY,,,,,
AVAYA,700434897,AVAYA 1151D1 Power Supply,,,,,
AVAYA,AL4500A12-E6,ETHERNET ROUTING SWITCH,,,,,
AVAYA,BU3200A,BAT PK,,,,,
AVAYA,S8300B-S1,MEDIA SERVER,,,,,
AVAYA,TN2182C,Tone Clock Card V2,,,,,
AVAYA,TN2302AP,IP MEDIA PROCESSOR,,,,,
AVAYA,TN2312AP,IP SERVER INTERFACE,,,,,
AVAYA,TN2464,DS1 INTFC 24/32,,,,,
AVAYA,TN2464BP,DS1 INTERFACE,,,,,
AVAYA,TN2464CP,DS1 INTERFACE,,,,,
AVAYA,TN570D,EXPANSION INTERFACE,,,,,
AVAYA,TN572,SWITCH NODE CLOCK,,,,,
AVAYA,TN573B,SWITCH NODE INTERFACE,,,,,
AVAYA,TN744E,CALL CLASSIFIER TONE DETECTOR,,,,,
AVAYA,TN771DP,MAINTENANCE AND TEST,,,,,
AVAYA,TN775D,EPN MAINTENANCE BOARD,,,,,
AVAYA,TN799DP,CONTROL LAN (C-LAN) INTERFACE,,,,,
AVIAT,EAH-23-1008-022,ODU 300 HP (23GHZ),,,,,
AVIAT,EXR-660-001,RAC60 and RAC 60E  ,,,,,
AVIAT,EXR-660-002,AVIAT RAC60,,,,,
AVIAT,W3100-38-1260-1L,WTM3100 (ALL OUTDOOR PACKET RADIO),,,,,
AVIAT,W3100-38-1260-H1,WTM3100 (ALL OUTDOOR PACKET RADIO),,,,,
AVOCENT,520-488-502,ACS16 SAC,,,,,
AVS,AVSBSR933C, Signal Amplifier,€0.0,$0.00,,,
AXCEN,AXGD-1354-0533,SFP-1000LX-DD-1T,,,,,
AXERRA,INI-0200,INI-200,,,,,
AXIS,0213-001-01,NETWORK VIDEO DECODER,,,,,
BARAN,52070AOB,Frecoling Control Unit Baran,€0.0,$0.00,,,
BEEK,BN-S10G-LR,SFP,€230.0,$0.00,,,
BENNING,121360,G48E230/2.17/2rfg-Wg 0.5,,,,,
BLACKBOX,325-01911-22,MTU9085-75B-BBX,,,,,
BLACKBOX,LE1502A-R3,Ethernet Media Converter,,,,,
BLACKBOX,LFP411,SFP/1250 EXT DIAG MM 850 LC 550M,,,,,
BLACKBOX,LFP413,SFP/1250 EXT DIAG SM 1310 LC 10KM,,,,,
BLACKBOX,TL073A-R4,BLACK BOX,,,,,
BLADE,BN-CKM-SP-LR,SFP,€230.0,$0.00,,,
BLUE COAT,SG-S200-20/30,BLUE COAT S200 NETWORK MANAGEMENT SECURITY AP,,,,,
BLUE COAT,SG-S400-30,BLUE COAT PROXY EDITION S400 APPLIANCE,,,,,
BOSCH,62.7021.500,,,,,,
BRAGA MORO,NI-X-SF1,XMR/MLX 4-slot system switch fabric module,,,,,
BRAGA MORO,SRCCV026-A,SRCCV026-A ,,,,,
BRAGA MORO,SRDCV061-A,POWER UNIT ,,,,,
BRIDGETECH,VB120,BRIDGE TECH 120,,,,,
BRIDGETECH,VB250,BRIDGE TECH 250,,,,,
BROCADE,57-0000088-01,SFP 16G SW,€5.8,$0.00,,,
BROCADE,57-1000117-01,SFP,€230.0,$0.00,,,
BROCADE,60-1000375-13, 48-Port 8Gb SAN FC8-48 (105-000-185),,,,,
BROCADE,60-1000376-08,CP8 Control Processor   (105-000-138),,,,,
BROCADE,60-1000377-11, AK857A core routing blade CR8 (105-000-139),,,,,
BROCADE,60-1000384-09,AK857A FAN BLOWER  (481553-001),,,,,
BROCADE,60-1001862-11,EXHAUST FAN ASSY W/ AIR FILTER,,,,,
BROCADE,80-1001254-11,EM-DCX-0001 (100-652-512),,,,,
BROCADE,80-1001373-05,HP-DCX-0001  (AK857B),,,,,
BROCADE,MLX-4,4-slot NetIron MLX-4 AC system,,,,,
BROCADE,MLX-8,8-slot NetIron MLX-8 AC system,,,,,
BROCADE,NI-MLX-10GX4,NetIron MLX Series 4-port 10-GbE module with IPv4/IPv6/MPLS hardware support ,,,,,
BROCADE,NI-MLX-1GX20-GC,NetIron XMR Series 20-port 10/100/1000 copper module with IPv4/IPv6/,,,,,
BROCADE,NI-MLX-MR,MR Management modules,,,,,
BROCADE,NI-X-ACPWR-A,1200W AC Power Supply: Internal Power Supplies,,,,,
BROCADE,NI-X-SF3,XMR/MLX 8-/16-slot system switch fabric module,,,,,
BROCADE,NI-XMR-1GX20-SFP,XMR Series 20-port FE/GE (100/1000) module with IPv4/IPv6/MPLS,,,,,
BROCADE,NI-XMR-MR,system management module - 2 GB SDRAM - dual PCMCIA slots - EIA/TIA-232 ,,,,,
BROCADE,XMR8000,8-slot NetIron MLX-8 AC system,,,,,
BROCODE,57-1000012-01,SFP 8G SW,€230.0,$0.00,,,
CABLETRON,200-009-01,SSR-PS-16 Power Supply,,,,,
CABLETRON,200-010-02,SMART SWITCH ROUTER SSR-16,,,,,
CABLETRON,300-006-04,SSR-SF-16 SWITCHING FABRIC,,,,,
CABLETRON,300-015-03,SSR-2-SX-AA 1000BASE-SX,,,,,
CABLETRON,300-021-04,SSR-HTX22-08-AA 10/100BASE-TX,,,,,
CABLETRON,300-025-02,SSR-GLX-29-02 1000BASE-LX,,,,,
CABLETRON,SSR-GSX21-02,1000 BASE-SX,,,,,
CABLETRON,SSR2000R,SSR-2-B-AA,,,,,
CANOVATE,LC-SC-30MT-SM,Optical Cable SINGLE MODE LC-SC-30MT ,€0.0,$0.00,,,
CARRITECH,GLC-BX-D-40KM,1000BASE-BX SFP - 1490NM CISCO Compatible,,,,,
CARRITECH,GLC-BX-U-40KM,1000BASE-BX SFP - 1310NM,,,,,
CARRITECH,OPTICODE1000,Optical Transceiver Coding Box,,,,,
CARRITECH,SFP-10G-BX-D,10GBASE-BXD SFP+ 10KM Compatible,,,,,
CARRITECH,SFP-10G-BX-U,10GBASE-BXU SFP+ 10KM Compatible,,,,,
CARRITECH,SFP-10G-LR-C,10GBase SFP+ LR 1310nm DOM,,,,,
CELTRO,41000-1016-331,DMT1016,,,,,
CENTON,DFE-256MB-UGK,256-MB for DFE-Modules,,,,,
CERAGON,01-C23690L1,CERAGON ODU,,,,,
CERAGON,01-F38717HO,CERAGON ODU,,,,,
CERAGON,09-A0003-9,CERAGON FibeAir IP-10,,,,,
CERAGON,09-A011-8,CERAGON Fibeair IP10,,,,,
CERAGON,09-A011-9,CERAGON FibeAIR IP-10,,,,,
CERAGON,EA-0273-0,FAN TRAY,,,,,
CERAGON,EA-0482-0,LIC-T155-ACR,,,,,
CERAGON,EA-0489-0,TCC-B,,,,,
CHECKPOINT,CHECKPOINTP-10,CHECK POINT P-10,€172.5,$0.00,,,
CHECKPOINT,CHECKPOINTP-20,CHECK POINT P-20,€575.0,$0.00,,,
CHECKPOINT,CONNECTRA-9072,Check Point Connectra 9072 Security Appliance,,,,,
CHECKPOINT,CONNECTRA9072,CONNECTRA-9072,€287.5,$0.00,,,
CHECKPOINT,CPAC-TR-10SR,Check Point CPAC-TR-10SR Compatible 10GBASE-SR SFP+ Transceiver,,,,,
CHEROKEE,PWR-T1600-3-80-DC-S,IPUPAC7KTB,,,,,
CHEROKEE,PWR-T1600-4-60-DC-S,740-023211,,,,,
CHEROKEE,SP616-Y01A,AC Power Supply PSU 100-240V,,,,,
CIENA,110-4201-311,CN4200MC-SFF,,,,,
CIENA,130-4900-900,XFP-OPT-LR,,,,,
CIENA,166-0004-900,CN-ALM-STD-MC,,,,,
CIENA,166-0019-900,FAN FILTER FOR CN 4200,,,,,
CIENA,166-0030-900,OAV-VS-U-CP,,,,,
CIENA,500-4200-001,CN4200 WL MANAGER CHASSIS,,,,,
CIENA,500-4200-202,CN-PSM-DC400,,,,,
CIENA,500-4200-300,CN4200 FAN TRAY MODULE,,,,,
CIENA,700-1006-001,OPT-47,,,,,
CIENA,700-1006-004,OPT-53,,,,,
CIENA,700-1006-006,OPT-57 OPTICAL TRANSCEIVER,,,,,
CIENA,700-1016-002,OPT-LX-M,,,,,
CIENA,700-1035-005,OPT-55-U,,,,,
CIENA,700-1035-008,OPT-61-U,,,,,
CIENA,720-0015-001,CN-ALM-STD,,,,,
CIENA,820-0000-001,CN-4200,,,,,
CIENA,B-700-1006-001,OPT-47 ,,,,,
CIENA,B-700-1006-005,OPT-55 OPTICAL TRANSCEIVER,,,,,
CIENA,B-700-1006-006,OPT-57 OPTICAL TRANSCEIVER,,,,,
CIENA,B-700-1016-002,OPTICAL TRANSCEIVER,,,,,
CIENA,B-700-1035-005,OPT-55-U OPTICAL TRANSCEIVER,,,,,
CIENA,B-700-1036-001,OPTICAL TRANSCEIVER,,,,,
CIENA,B-720-0010-002,CN4200 FAN TRAY MODULE,,,,,
CIENA,B-720-0011-001,FAN AIR FILTER,,,,,
CIENA,B-720-0011-002,FAN AIR FILTER,,,,,
CIENA,B-720-0015-001,CN4200 ALARM MODULE,,,,,
CIENA,B-720-0015-002,ENHNCD ALARM MODULE - STNDRD LEDS & MISC DISCRETE INPUTS/OUTPUTS,,,,,
CIENA,B-720-0018-002,CN-PSM-DC400,,,,,
CIENA,B-720-1086-300,CN4200 10GBE & STM64 CLT; UP OTU2 FEC; 50GZ T-DWDM; XFP-R,,,,,
CIENA,B-730-0001-001,OPT TRCVR,,,,,
CIENA,B-730-0004-001, SFP TRCVR,,,,,
CIENA,B-820-0007-001,CN4200 WL MANAGER CHASSIS,,,,,
CIENA,B-966-0006-002,CN4200-M6S-F-AD2,,,,,
CIENA,NT6Q59CAE6,OME6130 DC CABLE 3M,,,,,
CIENA,S75‑LIC‑3926EO‑P,Software license (perpetual) for Ciena 3926 router’s SAOS – Ethernet & OAM base OS,,,,,
CISCO,BPX-ASM-BC,ASM CISCO Board FOR 8600 (73-211910-00-C2),€54.8,$0.00,,,
CISCO,002-0507-50,SPU - SIG PROC UN NET-NET 9200,,,,,
CISCO,002-0508-50,4.11  -  NET PROC UN NET-NET 9200,,,,,
CISCO,1-100GE-DWDM/C,CISCO 1-Port 100 Gigabit Ethernet Coherent DWDM Interface Card,,,,,
CISCO,10-1747-01,10-1747-01 100/200-M5/M6-SN-I/1000BASE-SX GBIC - SN-SFP-FCGEMM-LC,€230.0,$0.00,,,
CISCO,10-1829-01,622/stm4 Single Mode Intermediate Reach Sonet SFP,,,,,
CISCO,10-1832-03,15454-SFP-GE+-LX GE/FC1-2G,,,,,
CISCO,10-1838-04,XENPAK-10GB-LR,€11.0,$0.00,,,
CISCO,10-1989-03,XFP-10GLR-OC1925R 10GBase-LR OC192SR Fiber Optic SFP Transceiver,€230.0,$0.00,,,
CISCO,10-1989-04,XFP-10GLR-OC192SR,,,,,
CISCO,10-1991-02,XENPAK-10GB-LX4,€40.5,$0.00,,,
CISCO,10-2012-02,OC192SR1/STM64 ONS-XC-10G-S1,,,,,
CISCO,10-2014-03,XENPAK-10GB-SR,€230.0,$0.00,,,
CISCO,10-2017-01,ONS-SE-2G-S1,,,,,
CISCO,10-2034-01,POM-OC48-SR-LC-C,,,,,
CISCO,10-2143-01,SFP,€230.0,$0.00,,,
CISCO,10-2144-01,CISCO SFP-GE-L 1GB SFP TRANSCEIVER MODULE,€0.0,$0.00,,,
CISCO,10-2194-03,ONS-XC-10G-L2,,,,,
CISCO,10-2205-03,CISCO OPTICAL TRANSCEIVER X2-10GBASE-SR 10GB V03,,,,,
CISCO,10-2205-05,10G CISCO X2-10GB-SR 10GBASE-SR X2 MODULE,€230.0,$0.00,,,
CISCO,10-2273-02,ONS-SE-G2F-LX,,,,,
CISCO,10-2273-03,ONS-SE-G2F-LX,,,,,
CISCO,10-2326-02,ONS-XC-10G-47.7,,,,,
CISCO,10-2410-01,XFP-10G-MM-SR,€230.0,$0.00,,,
CISCO,10-2410-02,SFP,€230.0,$0.00,,,
CISCO,10-2480-01,ONS-XC-10G-C,,,,,
CISCO,10-2480-02,ONS-XC-10G-C,,,,,
CISCO,10-2566-02,SFP Optical 10GB + Fabric Extender Transceiver,€230.0,$0.00,,,
CISCO,10-2625-01,GLC-LH-SMD SFP-GE-Z,,,,,
CISCO,10-2625-02,GLC-LH-SMD,,,,,
CISCO,10000-SIP-600,SPA INTERFACE PROCESSOR,,,,,
CISCO,10720-GE-FE-TX-B,4 PORT 10/100 ETHERNET RJ45,,,,,
CISCO,10720-RPR-SFP,RPR/SRP ,,,,,
CISCO,10GBASE-LR,SFP+ Module SMF DOM CISCO Compatible ,,,,,
CISCO,1200-SIP-601,CISCO 12000 IP Services Engine 12000-SIP-601 Multirate 10G IP Services Engine (Modular),,,,,
CISCO,12000-16-DC-PEM,2400W DC Power Supply,,,,,
CISCO,12000-SIP-501,CISCO Multirate 5G IP Services Engines (Modular),€273.8,$0.00,,,
CISCO,12000-SIP-601,CISCO 12000 Multirate 10G IP Services Engines (Modular),€273.8,$0.00,,,
CISCO,12000/10-DC-PEM,CISCO DC PS 12000 SERIES,,,,,
CISCO,12000/10/16-BLWER,Enhanced 1xBlower for CISCO 12000 10-slot or 16-slot Chassis,,,,,
CISCO,12000/16-DC-PEM,2400W DC Power Supply,,,,,
CISCO,14X10GBE-WL-XFP,800-32837-03 A1,,,,,
CISCO,15-2853-01,CISCO 16MB EDO Module,,,,,
CISCO,15-3291-01,100p-16MB SDRAM,,,,,
CISCO,15-8857-02,CISCO 12000 SERIES PRP-2 2GB MEMORY,,,,,
CISCO,16-1378-01,16-1378-01 32MB FLASH CARD RFQ,,,,,
CISCO,16-2116-01,48MB ATA FLASH CARD,,,,,
CISCO,16-2117-01,128MB ATA Flash,,,,,
CISCO,16-3527-01,CISCO 2GB CompactFlash,,,,,
CISCO,17-7467-02,256MB CF for the CISCO,,,,,
CISCO,1X100GBE,CRS-3 1-Port 100 Gigabit Ethernet Interface Module,,,,,
CISCO,2-10GE-WL-FLEX,2 Port 10 GE Module ,,,,,
CISCO,21CFR1040.10,OC3IR1/STM1 S-1.1,€109.5,$0.00,,,
CISCO,251-00-0043,CISCO ASR 5000 Power Supply  ,,,,,
CISCO,261-00-0074,CISCO ASR 5000 (CRPQABKDAA),,,,,
CISCO,2821,ROUTER 2821 AC 2GE/1NME-X/1,,,,,
CISCO,30-0703-01,1000Base-LX,,,,,
CISCO,30-0703-02,1000Base-LX,,,,,
CISCO,30-0759-02,1000Base-SX,,,,,
CISCO,30-1299-01,GLC-LH-SM ,,,,,
CISCO,30-1299-02,CISCO 1000BASE-LX/LH SFP,€230.0,$0.00,,,
CISCO,30-1299-03,GLC-LH-SM,,,,,
CISCO,30-1410-02,GLC-T 1000BASE-T 1.25GBd,,,,,
CISCO,30-1421-01,SFP-GE-T EXT,€0.0,$0.00,,,
CISCO,30-1421-02,SFP-GE-T,€230.0,$0.00,,,
CISCO,34-0687-04-B0,CISCO 280w Power Supply Unit,€21.9,$0.00,,,
CISCO,34-0687-04B0,34-0687-04-B0,,,,,
CISCO,34-0775-01,PSU for CISCO 7200,,,,,
CISCO,34-0775-02,280W DC PWR SUPPLY,,,,,
CISCO,34-0821-02,CISCO 12008 Power Supply UNIT,,,,,
CISCO,34-0830-01,DC Power Supply WS-CDC-1300W CNP1CD0CAA.,€0.0,$0.00,,,
CISCO,34-0873-01,CATALYST 4000 400W AC PSU,,,,,
CISCO,34-0918-02,1300W AC Power Supply,,,,,
CISCO,34-0934-02,Power Supply,,,,,
CISCO,34-1535-01,CISCO Catalyst 6000 2500W AC Power Supply,€54.8,$0.00,,,
CISCO,34-1535-04,2500W Power Supply,,,,,
CISCO,34-1536-01,CNP1E0HCAA  -  DC Power Supply,,,,,
CISCO,34-1536-04,CNP1E0VCAA  -  DC Power Supply,,,,,
CISCO,34-1536-05,AA23210  -  Power Supply,,,,,
CISCO,34-1547-01,Power Supply,,,,,
CISCO,34-1729-01,PSU  /  Dc Power Supply 7200 Series,,,,,
CISCO,34-1729-02,Power Supply,,,,,
CISCO,34-1729-03,C7200 DC PWR SUP,,,,,
CISCO,34-1751-03,7300 PWR DC,,,,,
CISCO,34-1847-01,CISCO 950-Watt Power Supply,,,,,
CISCO,341-0032-02,Power Supply,,,,,
CISCO,341-0043-02,4500 SERIES 2800 WATT POWER SU,,,,,
CISCO,341-0049-01,150W AC Power Supply,,,,,
CISCO,341-0054-01,60A 2400W DC Power Supply,,,,,
CISCO,341-0068-03,570W PSU,,,,,
CISCO,341-0074-05,4000W DC Power Supply ,,,,,
CISCO,341-0074-06,4000W DC Power Supply,,,,,
CISCO,341-0074-07,4000W DC Power Supply,,,,,
CISCO,341-0077-05,AC Power Supply CATALYST 6500,,,,,
CISCO,341-0123-05,Power Supply,,,,,
CISCO,341-0140-04,PWR-2700-DC/4 FOR CISCO,,,,,
CISCO,341-0186,CISCO 7600 POWER Module,€149.5,$0.00,,,
CISCO,341-0400-04A0,341-0400-04-A0,,,,,
CISCO,341-0400-04.A0,341-0400-04-A0,,,,,
CISCO,341-0400-04-A0,2KW DC Power Module Version 2,€328.6,$0.00,,,
CISCO,341-0496-01,UCSC-PSU-450W,,,,,
CISCO,3G-ANTM1919D,MULTI-BAND SWIVEL MOUNT DIPOLE ANTENNA,,,,,
CISCO,4011537.114.000.AA,P2-EDFA-MOD-1X21.5-SA 1X21.5 O,,,,,
CISCO,40C12X/POS-1-SC-B,OC-12X LN CD,,,,,
CISCO,47-14635-01,MODEL 1600SERIES CISCO ROUTER,,,,,
CISCO,47-1749-02,CISCO 7513,€0.0,$0.00,,,
CISCO,47-2953-01,CISCO 7206 SERIES CHASSIS,,,,,
CISCO,47-5380-02,CISCO 7200 SERIES VXR,,,,,
CISCO,47-5380-03,CISCO 7200 SERIES VXR CHASSIS,,,,,
CISCO,47-5380-04,CISCO Systems 7200 Series VXR Router Chasis,,,,,
CISCO,47-5380-06,CISCO 7200 SERIES VXR,,,,,
